,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
5131,5131,5902,Justin Hammel,69,69,68,67,74,23,69,23,24,5,7,50,5,6,15,33,16,11,32,35,12,7,30,44,56,19,28,12,11,16,14,13,54,25,62,29,GK,2,1,Right,"187cm / 6'2""",84kg / 185lb,,23,Switzerland,CSSL,GC Zürich,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-hammel/270038,69.0,68.0,67.0,69.0,74.0
5132,5132,5902,André Hansen,69,69,68,68,69,33,70,32,34,16,15,51,15,15,22,57,15,20,42,45,15,20,36,38,62,29,56,20,18,23,14,14,61,32,69,27,GK,3,1,Right,"194cm / 6'4""",87kg / 192lb,,34,Norway,Eliteserien,Odds BK,"Cross Claimer, Deflector, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andre-hansen/190459,69.0,68.0,68.0,70.0,69.0
5139,5139,5902,Alfonso Herrero,69,68,67,62,72,49,67,47,52,12,11,47,10,12,20,50,18,13,34,38,22,13,51,69,68,20,53,22,12,13,10,15,63,32,66,23,GK,3,1,Right,"183cm / 6'0""",83kg / 183lb,,30,Spain,LALIGA HYPERMOTION,Málaga CF,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alfonso-herrero/235312,68.0,67.0,62.0,67.0,72.0
5145,5145,5902,Václav Hladký,69,69,69,69,70,54,68,56,52,11,16,52,11,12,27,51,16,24,52,56,24,21,52,58,64,44,65,28,23,20,23,23,70,27,66,22,GK,3,1,Right,"192cm / 6'4""",80kg / 176lb,,33,Czech Republic,EFL Championship,Burnley,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vaclav-hladky/202617,69.0,69.0,69.0,68.0,70.0
5158,5158,5902,Jannik Huth,69,71,64,74,71,59,67,59,60,20,16,56,14,15,24,51,17,15,37,30,22,22,50,44,67,24,41,25,10,22,14,11,66,32,63,28,GK,4,1,Right,"185cm / 6'1""",80kg / 176lb,,30,Germany,Bundesliga,SC Freiburg,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jannik-huth/229692,71.0,64.0,74.0,67.0,71.0
5168,5168,5902,Paul Izzo,69,70,67,65,71,55,68,55,56,14,14,49,16,10,12,47,11,15,34,32,14,22,53,59,60,23,58,24,15,15,19,20,68,33,67,28,GK,3,1,Right,"185cm / 6'1""",81kg / 179lb,,29,Australia,3F Superliga,Randers FC,"Cross Claimer, Far Reach",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paul-izzo/204424,70.0,67.0,65.0,68.0,71.0
5169,5169,5902,Nordin Jackers,69,68,68,64,71,43,67,41,46,12,17,48,19,14,28,35,13,18,27,24,15,12,48,52,63,15,30,12,15,18,15,12,55,28,51,21,GK,2,1,Right,"187cm / 6'2""",72kg / 159lb,,27,Belgium,1A Pro League,Club Brugge,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nordin-jackers/222263,68.0,68.0,64.0,67.0,71.0
5188,5188,5902,Kang Hyeon Mu,69,69,67,64,71,44,69,42,47,15,16,48,13,12,25,64,14,19,29,22,19,20,32,56,63,10,50,23,19,23,20,15,47,27,32,41,GK,3,1,Right,"185cm / 6'1""",78kg / 172lb,,29,Korea Republic,K League 1,FC Seoul,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kang-hyeon-mu/221912,69.0,67.0,64.0,69.0,71.0
5208,5208,5902,Okan Kocuk,69,72,69,60,73,33,65,31,36,11,10,45,10,10,23,30,11,13,31,16,10,10,44,30,59,11,44,12,10,5,10,11,53,23,55,15,GK,2,1,Right,"188cm / 6'2""",78kg / 172lb,,29,Turkey,Trendyol Süper Lig,Samsunspor,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/okan-kocuk/223175,72.0,69.0,60.0,65.0,73.0
5215,5215,5902,Julian Krahl,69,72,67,65,72,31,69,27,36,8,8,49,13,7,14,28,12,9,23,21,10,9,32,33,53,22,22,12,14,15,14,13,58,19,68,31,GK,3,1,Right,"194cm / 6'4""",82kg / 181lb,,24,Germany,Bundesliga 2,Kaiserslautern,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-krahl/244417,72.0,67.0,65.0,69.0,72.0
5218,5218,5902,Nicolas Kristof,69,71,69,68,71,23,69,26,18,4,8,51,7,8,14,43,12,13,25,24,10,12,30,30,50,14,27,19,11,18,12,12,56,19,64,23,GK,5,1,Right,"185cm / 6'1""",87kg / 192lb,,24,Austria,Bundesliga 2,SV Elversberg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-kristof/269301,71.0,69.0,68.0,69.0,71.0
5229,5229,5902,Nicolai Larsen,69,67,69,70,71,45,70,44,46,18,11,53,13,12,19,66,12,12,56,54,16,28,43,39,60,42,64,23,18,22,11,10,63,32,64,20,GK,2,1,Right,"187cm / 6'2""",83kg / 183lb,,33,Denmark,3F Superliga,Silkeborg IF,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolai-larsen/200209,67.0,69.0,70.0,70.0,71.0
5232,5232,5902,Nicola Leali,69,72,70,58,71,33,64,33,32,12,13,44,17,16,17,35,14,17,13,13,18,13,34,32,62,23,60,25,11,20,13,19,58,27,65,30,GK,2,1,Right,"188cm / 6'2""",78kg / 172lb,,31,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicola-leali/201299,72.0,70.0,58.0,64.0,71.0
5243,5243,5902,Benjamin Leroy,69,66,67,68,70,46,69,46,46,9,13,51,11,10,22,53,12,19,23,14,11,14,37,40,69,18,60,15,12,14,12,17,49,28,40,25,GK,3,1,Right,"184cm / 6'0""",75kg / 165lb,,35,France,Ligue 2 BKT,FC Lorient,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-leroy/197641,66.0,67.0,68.0,69.0,70.0
5244,5244,5902,Karlo Letica,69,69,65,65,70,32,70,30,34,6,5,49,6,9,17,36,13,12,29,28,13,14,31,27,67,17,44,11,10,11,12,12,61,18,74,24,GK,3,1,Right,"201cm / 6'7""",96kg / 212lb,,27,Croatia,CSSL,Lausanne-Sport,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karlo-letica/243538,69.0,65.0,65.0,70.0,70.0
5245,5245,5902,Tobe Leysen,69,70,65,65,74,36,70,37,34,5,7,49,14,10,18,38,15,9,23,31,13,10,37,39,52,11,33,15,15,10,11,15,54,28,52,22,GK,2,1,Left,"189cm / 6'2""",84kg / 185lb,,22,Belgium,1A Pro League,OH Leuven,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tobe-leysen/243294,70.0,65.0,65.0,70.0,74.0
5246,5246,5902,Luca Lezzerini,69,69,67,62,71,48,69,46,50,15,13,47,19,17,25,31,13,14,31,22,15,14,41,44,63,24,66,18,12,19,19,14,63,32,66,24,GK,2,1,Right,"195cm / 6'5""",86kg / 190lb,,29,Italy,Serie BKT,Brescia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-lezzerini/219584,69.0,67.0,62.0,69.0,71.0
5250,5250,5902,Liu Dianzuo,69,67,67,73,69,50,69,51,49,18,15,55,17,15,24,63,15,20,38,43,18,21,47,53,63,20,56,30,13,29,20,21,65,38,65,38,GK,3,1,Right,"190cm / 6'3""",83kg / 183lb,,34,China PR,CSL,Wuhan Three Towns,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liu-dianzuo/224702,67.0,67.0,73.0,69.0,69.0
5252,5252,5902,Raúl Lizoain,69,67,68,67,67,50,70,47,55,14,12,50,12,14,24,44,11,16,15,22,13,12,67,58,69,15,53,20,15,14,14,13,57,42,52,24,GK,2,1,Left,"188cm / 6'2""",83kg / 183lb,,33,Spain,LALIGA HYPERMOTION,Albacete BP,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raul-lizoain/199101,67.0,68.0,67.0,70.0,67.0
5262,5262,5902,Ivan Lučić,69,69,65,64,72,39,67,38,41,5,8,48,14,18,24,35,13,22,30,25,15,10,33,42,67,25,34,18,14,11,13,19,68,21,80,19,GK,3,1,Right,"194cm / 6'4""",98kg / 216lb,,29,Austria,Liga Hrvatska,Hajduk Split,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ivan-lucic/210347,69.0,65.0,64.0,67.0,72.0
5265,5265,5902,Lucas Lund,69,70,68,67,70,35,69,37,33,14,9,50,10,10,15,53,16,15,42,42,16,12,34,37,58,28,48,15,14,14,12,10,59,40,62,25,GK,3,1,Right,"195cm / 6'5""",81kg / 179lb,,24,Denmark,3F Superliga,Viborg FF,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-lund/256742,70.0,68.0,67.0,69.0,70.0
5270,5270,5902,Tiago Sá,69,70,66,67,67,44,69,45,43,8,9,50,6,9,13,59,13,12,16,29,14,18,55,59,71,25,57,14,10,12,14,14,63,26,67,26,GK,2,1,Right,"185cm / 6'1""",78kg / 172lb,,29,Portugal,Liga Portugal,SC Braga,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tiago-sa/241976,70.0,66.0,67.0,69.0,67.0
5275,5275,5902,Joël Mall,69,70,65,62,71,44,67,43,46,12,9,47,9,9,13,46,8,10,22,12,10,9,41,41,67,12,33,24,8,11,10,9,54,33,52,36,GK,3,1,Right,"197cm / 6'6""",91kg / 201lb,,33,Cyprus,CSSL,Servette FC,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joel-mall/189021,70.0,65.0,62.0,67.0,71.0
5281,5281,5902,Nico Mantl,69,70,69,66,71,33,67,36,29,4,8,50,6,7,15,30,12,11,18,18,14,13,34,42,60,10,35,18,15,7,11,13,62,33,69,18,GK,3,1,Right,"193cm / 6'4""",88kg / 194lb,,24,Germany,Liga Portugal,Arouca,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nico-mantl/239816,70.0,69.0,66.0,67.0,71.0
5322,5322,5902,Fernando Monetti,69,70,67,70,69,56,68,56,57,15,19,53,15,19,24,60,19,13,48,42,23,19,48,59,67,36,31,18,23,29,14,24,69,32,64,41,GK,3,1,Right,"184cm / 6'0""",76kg / 168lb,,35,Argentina,Primera División,Sarmiento,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fernando-monetti/215985,70.0,67.0,70.0,68.0,69.0
5324,5324,5902,André Moreira,69,66,69,66,70,35,71,33,39,13,15,50,17,12,24,51,14,15,24,26,17,12,35,45,65,15,51,19,12,19,17,21,63,42,73,27,GK,2,1,Right,"195cm / 6'5""",85kg / 187lb,,28,Portugal,ROSHN Saudi League,Al Raed,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andre-moreira/224953,66.0,69.0,66.0,71.0,70.0
5343,5343,5902,Obed Nkambadio,69,71,65,62,72,30,66,31,28,5,8,47,5,5,17,39,13,14,28,25,10,8,39,41,66,16,36,11,11,6,10,14,48,20,47,20,GK,2,1,Right,"190cm / 6'3""",86kg / 190lb,,21,France,Ligue 2 BKT,Paris FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/obed-nkambadio/255266,71.0,65.0,62.0,66.0,72.0
5348,5348,5902,Max O'Leary,69,73,67,68,73,43,68,39,48,12,10,51,14,14,29,49,16,12,30,23,11,13,30,48,53,21,44,20,11,10,17,16,54,43,54,26,GK,3,1,Right,"185cm / 6'1""",78kg / 172lb,,27,Republic of Ireland,EFL Championship,Bristol City,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/max-o-leary/220807,73.0,67.0,68.0,68.0,73.0
5364,5364,5902,Jan Olschowsky,69,71,69,71,69,20,70,22,17,8,6,53,7,9,15,50,14,10,26,30,13,12,30,44,50,10,38,11,13,18,11,11,42,16,42,23,GK,3,1,Right,"184cm / 6'0""",83kg / 183lb,,22,Germany,Bundesliga,M'gladbach,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jan-olschowsky/257273,71.0,69.0,71.0,70.0,69.0
5379,5379,5902,Rome-Jayden Owusu-Oduro,69,69,65,64,72,32,69,35,27,5,6,48,9,6,17,33,13,11,29,30,10,10,39,31,68,10,35,11,12,5,13,11,56,30,57,16,GK,3,1,Right,"188cm / 6'2""",82kg / 181lb,,20,Holland,Eredivisie,AZ,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rome-jayden-owusu-oduro/272958,69.0,65.0,64.0,69.0,72.0
5381,5381,5902,Daniele Padelli,69,68,69,60,66,45,75,49,39,10,10,45,11,10,22,31,11,10,26,29,13,10,38,27,64,21,69,13,10,8,12,12,53,30,45,12,GK,2,1,Left,"191cm / 6'3""",82kg / 181lb,,38,Italy,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniele-padelli/162297,68.0,69.0,60.0,75.0,66.0
5392,5392,5902,Germán Parreño,69,67,68,66,70,36,68,37,35,13,11,50,12,15,24,46,30,14,41,40,28,13,41,40,67,20,49,21,19,17,13,15,62,33,65,38,GK,3,1,Right,"191cm / 6'3""",78kg / 172lb,,31,Spain,LALIGA HYPERMOTION,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/german-parreno/212453,67.0,68.0,66.0,68.0,70.0
5405,5405,5902,Sebastián Pérez,69,72,67,70,72,42,69,43,40,12,8,53,12,11,15,46,11,16,33,24,13,14,45,56,53,26,60,16,14,17,11,14,59,39,59,24,GK,3,1,Right,"180cm / 5'11""",76kg / 168lb,,33,Chile,Sudamericana,Uni. Católica,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-perez/234717,72.0,67.0,70.0,69.0,72.0
5408,5408,5902,Samuele Perisan,69,68,64,67,74,46,67,47,45,14,20,50,20,11,25,15,12,11,22,19,13,11,34,48,66,24,49,21,15,13,19,16,63,40,62,24,GK,3,1,Right,"192cm / 6'4""",83kg / 183lb,,27,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuele-perisan/230858,68.0,64.0,67.0,67.0,74.0
5459,5459,5902,Cristian Rivero,69,71,64,67,72,27,66,25,29,6,7,50,18,9,18,34,14,14,28,30,11,8,38,40,63,17,47,15,10,14,10,11,51,23,55,24,GK,3,1,Right,"188cm / 6'2""",75kg / 165lb,,26,Spain,LALIGA HYPERMOTION,Albacete BP,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cristian-rivero/241179,71.0,64.0,67.0,66.0,72.0
5479,5479,5902,Samuel Şahin-Radlinger,69,67,71,65,68,51,70,52,50,13,15,49,12,8,16,45,12,16,24,25,19,10,36,42,66,23,51,12,12,13,13,20,62,28,59,16,GK,2,1,Right,"196cm / 6'5""",94kg / 207lb,,31,Austria,Ö. Bundesliga,FK Austria Wien,"1v1 Close Down, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-sahin-radlinger/193272,67.0,71.0,65.0,70.0,68.0
5481,5481,5902,Amir Saipi,69,69,67,66,70,30,70,31,29,8,10,50,11,12,17,68,14,11,28,46,14,17,26,24,60,23,31,10,17,24,13,12,58,24,60,25,GK,2,1,Right,"194cm / 6'4""",84kg / 185lb,,24,Switzerland,CSSL,FC Lugano,"Deflector, Far Throw, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amir-saipi/247077,69.0,67.0,66.0,70.0,70.0
5487,5487,5902,San Román,69,69,69,69,70,25,68,25,26,8,8,52,9,7,18,33,14,12,16,17,11,6,38,35,62,17,40,11,13,12,12,11,52,31,55,15,GK,3,1,Right,"189cm / 6'2""",79kg / 174lb,,27,Spain,LALIGA HYPERMOTION,Elche CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/san-roman/242802,69.0,69.0,69.0,68.0,70.0
5503,5503,5902,Răzvan Sava,69,70,69,63,71,25,70,23,29,4,8,47,5,9,10,29,11,12,24,17,11,5,32,22,58,12,36,9,12,6,11,14,52,28,58,25,GK,2,1,Right,"195cm / 6'5""",83kg / 183lb,,22,Romania,Serie A Enilive,Udinese,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/razvan-sava/266803,70.0,69.0,63.0,70.0,71.0
5504,5504,5902,Jasper Schendelaar,69,68,66,62,73,25,66,21,32,7,10,47,14,6,26,32,10,14,25,41,14,12,26,45,66,27,51,10,13,8,12,11,56,17,50,28,GK,2,1,Right,"187cm / 6'2""",87kg / 192lb,,24,Holland,Eredivisie,PEC Zwolle,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasper-schendelaar/244676,68.0,66.0,62.0,66.0,73.0
5514,5514,5902,Egil Selvik,69,69,68,66,69,19,68,20,18,6,5,50,6,8,19,48,10,13,42,38,13,7,35,34,62,17,45,7,11,6,11,13,48,22,52,26,GK,2,1,Left,"187cm / 6'2""",75kg / 165lb,,27,Norway,Eliteserien,FK Haugesund,"Deflector, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/egil-selvik/247611,69.0,68.0,66.0,68.0,69.0
5560,5560,5902,Lawrence Thomas,69,70,67,69,69,36,68,34,40,14,14,52,13,20,15,52,14,15,38,41,19,18,52,34,65,22,52,12,12,16,20,18,61,32,70,32,GK,2,1,Right,"191cm / 6'3""",91kg / 201lb,,32,Australia,A-League,WS Wanderers,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lawrence-thomas/203423,70.0,67.0,69.0,68.0,69.0
5612,5612,5902,Vojtěch Vorel,69,71,67,70,72,35,68,37,32,7,7,53,8,6,10,22,12,13,24,16,12,5,41,27,55,15,33,8,14,16,11,14,43,16,30,22,GK,3,1,Right,"190cm / 6'3""",74kg / 163lb,,28,Czech Republic,Česká Liga,Sparta Praha,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vojtech-vorel/240283,71.0,67.0,70.0,68.0,72.0
5616,5616,5902,Axel Werner,69,72,71,73,69,45,67,44,46,16,19,55,18,12,23,50,14,15,25,19,20,13,34,43,55,23,52,27,15,15,13,17,68,38,75,24,GK,2,1,Right,"191cm / 6'3""",85kg / 187lb,,28,Argentina,Libertadores,Rosario Central,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/axel-werner/215213,72.0,71.0,73.0,67.0,69.0
5619,5619,5902,Joe Wildsmith,69,68,69,68,68,42,69,40,44,12,13,51,14,19,28,66,20,20,40,44,18,17,36,68,60,30,54,24,20,15,22,16,69,36,76,20,GK,3,1,Right,"189cm / 6'2""",77kg / 170lb,,28,England,EFL Championship,West Brom,"Cross Claimer, Deflector",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joe-wildsmith/220944,68.0,69.0,68.0,69.0,68.0
5637,5637,5902,Leopold Zingerle,69,70,66,66,71,42,68,38,47,8,7,50,6,8,15,40,11,12,28,13,11,9,38,51,65,20,47,11,10,11,9,10,53,34,54,21,GK,3,1,Right,"185cm / 6'1""",78kg / 172lb,,30,Germany,Bundesliga,RB Leipzig,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leopold-zingerle/222546,70.0,66.0,66.0,68.0,71.0
5647,5647,6884,Ahn Joon Soo,68,68,65,62,71,28,67,29,26,5,8,47,7,8,12,45,13,12,17,28,14,14,35,31,65,12,38,13,12,20,14,13,43,28,42,25,GK,2,1,Right,"187cm / 6'2""",75kg / 165lb,,26,Korea Republic,K League 1,Suwon FC,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ahn-joon-soo/237778,68.0,65.0,62.0,67.0,71.0
5649,5649,6884,Marian Aioani,68,68,67,67,69,35,67,35,35,4,8,50,7,8,15,57,13,12,28,25,14,6,37,37,65,14,23,14,14,12,13,13,50,37,48,22,GK,2,1,Right,"187cm / 6'2""",82kg / 181lb,,24,Romania,SUPERLIGA,FC Rapid 1923,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marian-aioani/251036,68.0,67.0,67.0,67.0,69.0
5652,5652,6884,Nawaf Al Aqidi,68,71,66,65,69,47,64,46,49,8,7,49,8,9,14,29,15,10,38,34,14,12,45,48,67,30,45,10,19,8,11,12,64,29,64,19,GK,3,1,Right,"188cm / 6'2""",83kg / 183lb,,24,Saudi Arabia,ROSHN Saudi League,Al Nassr,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nawaf-al-aqidi/255368,71.0,66.0,65.0,64.0,69.0
5665,5665,6884,Ryan Allsop,68,66,67,72,69,42,66,42,42,10,11,54,15,15,27,53,15,12,48,53,14,17,48,44,64,31,40,23,13,17,11,11,57,37,55,28,GK,3,1,Right,"189cm / 6'2""",80kg / 176lb,,32,England,EFL League One,Birmingham City,Far Reach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-allsop/199812,66.0,67.0,72.0,66.0,69.0
5672,5672,6884,Alexandros Anagnostopoulos,68,67,66,61,71,39,66,38,40,10,7,46,8,6,15,33,13,14,30,25,12,18,28,22,62,22,27,11,14,15,16,12,56,25,55,17,GK,3,1,Right,"185cm / 6'1""",83kg / 183lb,,30,Greece,Hellas Liga,Olympiacos FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexandros-anagnostopoulos/224276,67.0,66.0,61.0,66.0,71.0
5674,5674,6884,Nicolas,68,71,67,64,71,43,65,45,41,12,18,48,12,7,21,47,13,13,31,31,8,12,37,45,58,22,63,15,12,8,19,13,69,32,77,27,GK,3,1,Right,"190cm / 6'3""",85kg / 187lb,,36,Brazil,Serie BKT,Pisa,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas/205496,71.0,67.0,64.0,65.0,71.0
5702,5702,6884,Nordin Bakker,68,67,66,63,67,37,72,40,32,8,9,47,5,7,16,46,12,13,32,26,15,9,38,32,65,19,40,13,12,12,10,13,51,37,49,25,GK,2,1,Right,"196cm / 6'5""",85kg / 187lb,,26,Holland,Eredivisie,Almere City FC,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nordin-bakker/275856,67.0,66.0,63.0,72.0,67.0
5707,5707,6884,Bao Yaxiong,68,68,67,61,68,22,66,20,25,7,7,46,11,9,15,43,11,8,22,23,18,9,51,29,69,11,38,10,8,18,11,14,50,25,57,21,GK,3,1,Right,"192cm / 6'4""",81kg / 179lb,,27,China PR,CSL,Shanghai Shenhua,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bao-yaxiong/248735,68.0,67.0,61.0,66.0,68.0
5712,5712,6884,Enzo Basilio,68,67,65,64,69,46,66,44,49,18,13,48,19,9,20,23,13,18,34,25,14,17,30,65,67,28,22,21,17,10,14,12,60,26,58,21,GK,3,1,Right,"187cm / 6'2""",75kg / 165lb,,29,France,Ligue 2 BKT,En Avant Guingamp,"1v1 Close Down, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-basilio/212735,67.0,65.0,64.0,66.0,69.0
5718,5718,6884,Nathan Baxter,68,70,67,62,70,41,69,37,46,7,11,47,12,10,11,46,14,14,30,31,12,14,28,31,58,31,42,12,13,12,13,12,53,31,52,25,GK,2,1,Right,"189cm / 6'2""",88kg / 194lb,,25,England,EFL League One,Bolton,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nathan-baxter/234803,70.0,67.0,62.0,69.0,70.0
5724,5724,6884,Alaa Bellaarouch,68,71,63,70,69,56,68,58,52,3,6,53,9,5,20,27,10,12,34,27,29,8,45,41,61,21,40,16,11,6,10,11,63,33,58,28,GK,3,1,Right,"188cm / 6'2""",75kg / 165lb,,22,Morocco,Ligue 1 McDonald's,Strasbourg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alaa-bellaarouch/276988,71.0,63.0,70.0,68.0,69.0
5748,5748,6884,Pelle Boevink,68,65,63,65,72,31,69,33,29,10,10,49,10,10,15,26,10,14,31,28,11,10,25,25,66,12,33,14,11,9,14,12,59,22,67,20,GK,3,1,Right,"190cm / 6'3""",79kg / 174lb,,26,Holland,Bundesliga 2,SC Paderborn 07,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pelle-boevink/238167,65.0,63.0,65.0,69.0,72.0
5755,5755,6884,Quentin Braat,68,68,65,73,68,29,67,30,28,9,7,55,5,9,14,36,12,13,30,23,15,11,37,29,63,16,55,17,14,10,14,12,65,26,78,27,GK,2,1,Right,"194cm / 6'4""",90kg / 198lb,,27,France,LALIGA HYPERMOTION,R. Oviedo,"Cross Claimer, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/quentin-braat/231720,68.0,65.0,73.0,67.0,68.0
5756,5756,6884,Chris Brady,68,72,64,62,73,29,66,31,26,5,7,47,6,7,11,40,10,12,18,21,14,9,39,27,58,10,28,10,14,8,11,11,58,21,64,26,GK,2,1,Right,"190cm / 6'3""",77kg / 170lb,,20,United States,MLS,Chicago Fire FC,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chris-brady/260982,72.0,64.0,62.0,66.0,73.0
5847,5847,6884,Thomas Dähne,68,71,65,67,72,47,63,46,48,17,14,50,20,16,26,49,14,15,35,18,20,12,36,41,65,25,48,20,17,10,16,13,65,38,68,27,GK,4,1,Right,"193cm / 6'4""",93kg / 205lb,,30,Germany,Bundesliga,Holstein Kiel,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-dahne/210006,71.0,65.0,67.0,63.0,72.0
5849,5849,6884,Adam Davies,68,69,65,65,69,40,67,40,40,8,11,49,15,13,23,40,12,18,25,13,16,12,39,40,67,16,47,15,16,18,16,13,52,29,47,31,GK,3,1,Right,"185cm / 6'1""",80kg / 176lb,,32,Wales,EFL Championship,Sheffield Utd,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adam-davies/200715,69.0,65.0,65.0,67.0,69.0
5852,5852,6884,Guillermo De Amores,68,68,65,70,68,24,68,26,22,17,17,53,15,16,19,66,13,12,18,16,12,12,25,35,61,18,22,15,13,17,10,14,46,20,46,16,GK,3,1,Right,"186cm / 6'1""",78kg / 172lb,,29,Uruguay,Libertadores,Peñarol,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guillermo-de-amores/258133,68.0,65.0,70.0,68.0,68.0
5853,5853,6884,Diogo Pinto,68,72,66,68,71,27,70,30,22,5,8,51,6,10,11,34,14,12,44,42,13,7,39,26,47,16,28,14,10,6,11,14,54,23,59,22,GK,3,1,Right,"195cm / 6'5""",87kg / 192lb,,20,Portugal,Liga Portugal,Sporting CP,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-pinto/279565,72.0,66.0,68.0,70.0,71.0
5857,5857,6884,Théo Defourny,68,68,65,65,68,35,69,33,38,16,14,49,14,19,26,36,20,12,27,24,14,16,32,40,68,18,34,10,18,18,15,18,67,18,78,36,GK,2,1,Right,"194cm / 6'4""",85kg / 187lb,,32,Belgium,1A Pro League,Sp. Charleroi,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/theo-defourny/208214,68.0,65.0,65.0,69.0,68.0
