Index,Rank,Name,Team,League,Nation,OVR,SHO,Finishing,Shot Power,Penalties,Reactions,Position,Preferred foot
4509,10108,Christopher Ikonomidis,Macarthur FC,A-League,Australia,65,62,61,67,58,59,RM,Right
4510,10108,Kayden Jackson,Derby County,EFL Championship,England,65,62,63,62,58,63,ST,Right
4511,10108,Daniel Jebbison,Watford,EFL Championship,England,65,62,63,68,58,59,ST,Right
4512,10108,Musa Juwara,Vejle Boldklub,3F Superliga,Gambia,65,61,63,61,58,61,RM,Left
4513,10108,Li Ke,Beijing FC,CSL,China PR,65,61,59,65,58,62,CM,Right
4514,10108,Tobías Medina,Rio Ave FC,Liga Portugal,Argentina,65,56,54,60,58,51,CM,Left
4515,10108,Kevin Mensah,Brøndby IF,3F Superliga,Denmark,65,57,54,62,58,64,RB,Right
4516,10108,Răzvan Oaidă,FC Rapid 1923,SUPERLIGA,Romania,65,63,62,69,58,65,CM,Right
4517,10108,Isaac Olaofe,Stockport,EFL League One,England,65,60,66,57,58,60,ST,Right
4518,10108,Mathias Hebo Rasmussen,Lyngby BK,3F Superliga,Denmark,65,61,59,67,58,62,CM,Right
4519,10108,Louis Reed,Mansfield Town,EFL League One,England,65,55,50,64,58,58,CDM,Right
4520,10108,Thomas Sabitzer,Wolfsberger AC,Ö. Bundesliga,Austria,65,63,65,63,58,62,ST,Right
4521,10108,Callum Slattery,Motherwell,Scottish Prem,England,65,60,61,62,58,54,CM,Right
4522,10108,Cole Stockton,Salford City,EFL League Two,England,65,66,65,70,58,65,ST,Right
4523,10108,Álex Cardero,R. Oviedo,LALIGA HYPERMOTION,Spain,65,64,64,65,58,57,LM,Right
4524,10108,Andrea Tessiore,Cittadella,Serie BKT,Italy,65,64,60,73,58,61,CAM,Right
4525,10108,Daniel Udoh,Wycombe,EFL League One,Nigeria,65,63,65,64,58,62,ST,Right
4526,10108,Amourricho van Axel Dongen,Ajax,Eredivisie,Holland,65,59,60,58,58,56,LW,Right
4527,10108,Diego Živulić,SC Oțelul Galați,SUPERLIGA,Croatia,65,49,38,64,58,64,CDM,Right
4528,11203,Jack Aitchison,Exeter City,EFL League One,Scotland,64,60,60,62,58,64,CAM,Right
4529,11203,Samuel Ballet,FC Zürich,CSSL,Switzerland,64,60,63,62,58,53,RM,Right
4530,11203,Alessio Brambilla,Cremonese,Serie BKT,Italy,64,50,38,63,58,52,CDM,Right
4531,11203,Pierre Da Silva,UCV,Sudamericana,United States,64,50,44,59,58,66,LM,Left
4532,11203,Moussa Doumbouya,Rot-Weiss Essen,3. Liga,Guinea,64,62,66,63,58,58,ST,Right
4533,11203,Ángel Faría,Rayo Zuliano,Sudamericana,Venezuela,64,41,36,57,58,66,RB,Right
4534,11203,Nacho Ferri,KV Kortrijk,1A Pro League,Spain,64,65,69,66,58,55,ST,Right
4535,11203,Guillaume François,R. Union St.-G.,1A Pro League,Belgium,64,57,54,62,58,61,RB,Right
4536,11203,Sveinn Aron Guðjohnsen,Sarpsborg 08,Eliteserien,Iceland,64,64,68,65,58,66,ST,Left
4537,11203,Saulo Guerra,Nacional Potosí,Sudamericana,Bolivia,64,56,55,55,58,55,RM,Right
4538,11203,Heo Yul,GwangJu FC,K League 1,Korea Republic,64,60,64,63,58,57,CB,Left
4539,11203,Bernard Kamungo,FC Dallas,MLS,United States,64,64,68,66,58,52,RM,Left
4540,11203,Kang Seong Jin,FC Seoul,K League 1,Korea Republic,64,58,57,64,58,61,RM,Left
4541,11203,Gustav Lundgren,GAIS,Allsvenskan,Sweden,64,61,60,65,58,62,RW,Left
4542,11203,Richonell Margaret,RKC Waalwijk,Eredivisie,Holland,64,60,59,65,58,58,RM,Right
4543,11203,Danny Mayor,Fleetwood Town,EFL League Two,England,64,58,54,62,58,65,CM,Right
4544,11203,Ante Palaversa,Aberdeen,Scottish Prem,Croatia,64,65,62,72,58,59,CM,Right
4545,11203,Matviy Ponomarenko,Dynamo Kyiv,Ukrayina Liha,Ukraine,64,64,65,68,58,64,ST,Right
4546,11203,Maxence Rivera,USL Dunkerque,Ligue 2 BKT,France,64,61,61,65,58,60,LM,Right
4547,11203,Amar Sejdič,Nashville SC,MLS,Germany,64,59,54,66,58,60,CM,Right
4548,11203,Javi Siverio,Jamshedpur FC,ISL,Spain,64,67,69,66,58,60,ST,Right
4549,11203,Matthias Verreth,Brescia,Serie BKT,Belgium,64,62,62,66,58,59,CAM,Right
4550,11203,Jake Young,Stevenage,EFL League One,England,64,62,64,63,58,60,ST,Right
4551,11203,David Zalzman,Metropolitanos,Sudamericana,Venezuela,64,61,63,58,58,62,CM,Left
4552,12239,Lamine Cissé,SC Bastia,Ligue 2 BKT,France,63,54,57,54,58,54,LM,Right
4553,12239,Promise David,R. Union St.-G.,1A Pro League,Canada,63,63,70,66,58,46,ST,Right
4554,12239,Loránd Fülöp,FC Botoșani,SUPERLIGA,Romania,63,60,59,65,58,60,LW,Right
4555,12239,Jeppe Kjær,Fredrikstad FK,Eliteserien,Denmark,63,53,53,53,58,56,CAM,Left
4556,12239,Jérémy Manzorro,Mumbai City FC,ISL,France,63,55,54,58,58,61,CAM,Right
4557,12239,Faïz Mattoir,Almere City FC,Eredivisie,Netherlands,63,61,60,72,58,54,LM,Right
4558,12239,Moses Mawa,HamKam Fotball,Eliteserien,Norway,63,60,61,65,58,60,ST,Right
4559,12239,Stephen McLaughlin,Mansfield Town,EFL League One,Republic of Ireland,63,58,55,67,58,58,LB,Left
4560,12239,Bilal Nadir,OM,Ligue 1 McDonald's,Morocco,63,52,48,63,58,62,CM,Left
4561,12239,Stephen Quinn,Mansfield Town,EFL League One,Republic of Ireland,63,59,57,62,58,65,CM,Left
4562,12239,Adama Sidibeh,St. Johnstone,Scottish Prem,Gambia,63,60,62,61,58,60,ST,Right
4563,12239,Tyreece Simpson,Stevenage,EFL League One,England,63,60,56,78,58,64,ST,Left
4564,12239,Sebastian Soto,Austria Klagenfurt,Ö. Bundesliga,United States,63,64,68,64,58,53,ST,Right
4565,12239,Al Hassan Touré,AC Ajaccio,Ligue 2 BKT,Australia,63,59,58,66,58,52,RM,Right
4566,12239,Jonny Williams,Gillingham,EFL League Two,Wales,63,59,59,60,58,62,LM,Right
4567,12239,Manuel Wintzheimer,Rot-Weiss Essen,3. Liga,Germany,63,62,61,67,58,63,ST,Right
4568,13135,Saleh Al Abbas,Al Okhdood,ROSHN Saudi League,Saudi Arabia,62,60,66,59,58,60,ST,Right
4569,13135,Boris Babić,FC Lugano,CSSL,Switzerland,62,59,60,61,58,60,ST,Right
4570,13135,Carlos Calzadilla,Dep. Táchira,Libertadores,Venezuela,62,50,52,52,58,60,RW,Right
4571,13135,Marius Coman,Sepsi OSK,SUPERLIGA,Romania,62,62,66,62,58,55,ST,Right
4572,13135,Matty Daly,Harrogate Town,EFL League Two,England,62,57,59,55,58,60,CAM,Right
4573,13135,Tibe De Vlieger,KAA Gent,1A Pro League,Belgium,62,67,69,67,58,42,CAM,Right
4574,13135,Aaron Greene,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland,62,61,64,63,58,53,ST,Left
4575,13135,Mohamed Hafid,SM Caen,Ligue 2 BKT,Morocco,62,56,55,59,58,55,CAM,Left
4576,13135,Florian Heister,Aleman. Aachen,3. Liga,Germany,62,51,51,57,58,57,RB,Right
4577,13135,Myles Hippolyte,AFC Wimbledon,EFL League Two,Grenada,62,60,58,65,58,58,LB,Left
4578,13135,Jo Sung Joon,Pohang Steelers,K League 1,Korea Republic,62,54,55,56,58,55,RW,Right
4579,13135,Daniel Karlsbakk,sc Heerenveen,Eredivisie,Norway,62,57,61,62,58,58,ST,Right
4580,13135,Kim Chan,Gimcheon Sangmu,K League 1,Korea Republic,62,61,64,65,58,53,ST,Right
4581,13135,Franco Lobos,Cobresal,Libertadores,Chile,62,56,58,59,58,57,LW,Right
4582,13135,Mo Jae Hyeon,Gimcheon Sangmu,K League 1,Korea Republic,62,61,63,63,58,55,RM,Right
4583,13135,Riccardo Pagano,Catanzaro,Serie BKT,Italy,62,55,56,59,58,62,CAM,Right
4584,13135,Ștefan Pănoiu,FC Botoșani,SUPERLIGA,Romania,62,60,57,69,58,58,CAM,Left
4585,13135,Sonny Perkins,Leyton Orient,EFL League One,England,62,61,61,67,58,59,ST,Left
4586,13135,Imad Rondić,Widzew Łódź,PKO BP Ekstraklasa,Bosnia and Herzegovina,62,62,65,65,58,59,ST,Left
4587,13135,Ramien Safi,Rot-Weiss Essen,3. Liga,Holland,62,64,66,69,58,60,LW,Left
4588,13135,Lucas Sanseviero,Danubio,Sudamericana,Uruguay,62,62,63,62,58,53,RW,Right
4589,13135,Oskar Sivertsen,Kristiansund BK,Eliteserien,Norway,62,56,58,57,58,50,LW,Right
4590,13135,Robert Street,Lincoln City,EFL League One,England,62,61,62,63,58,61,ST,Right
4591,13135,Caleb Watts,Exeter City,EFL League One,Australia,62,56,53,61,58,62,RM,Right
4592,13135,Jacob Wright,Manchester City,Premier League,England,62,52,52,56,58,58,CDM,Right
4593,13955,Alexander Ahl Holmström,GAIS,Allsvenskan,Sweden,61,60,61,61,58,56,ST,Right
4594,13955,Ayman Aourir,Leverkusen,Bundesliga,Morocco,61,54,54,60,58,55,CAM,Right
4595,13955,Tom Barlow,Chicago Fire FC,MLS,United States,61,57,58,64,58,60,ST,Right
4596,13955,Eghosa Bello,Granada CF,LALIGA HYPERMOTION,Nigeria,61,60,62,60,58,50,ST,Right
4597,13955,Noah Bischof,SK Rapid,Ö. Bundesliga,Austria,61,59,60,61,58,65,ST,Left
4598,13955,Daniel Butterworth,Swindon Town,EFL League Two,England,61,61,62,63,58,61,CAM,Right
4599,13955,Haroune Camara,Al Shabab,ROSHN Saudi League,Saudi Arabia,61,59,62,58,58,57,ST,Right
4600,13955,Cao Yongjing,Beijing FC,CSL,China PR,61,53,51,54,58,58,RM,Right
4601,13955,Oscar Giménez,S. Trinidense,Sudamericana,Paraguay,61,58,55,65,58,60,ST,Right
4602,13955,Frederik Heiselberg,FC Midtjylland,3F Superliga,Denmark,61,59,61,62,58,55,ST,Left
4603,13955,Joe Hugill,Wigan Athletic,EFL League One,England,61,62,62,66,58,61,ST,Right
4604,13955,Jeong Chi In,Daegu FC,K League 1,Korea Republic,61,61,61,65,58,60,LM,Right
4605,13955,Brandon Kavanagh,St. Pats,SSE Airtricity PD,Republic of Ireland,61,53,53,52,58,54,RM,Left
4606,13955,Alou Kuol,Central Coast,A-League,Australia,61,58,60,64,58,63,ST,Right
4607,13955,Vadaine Oliver,Bradford City,EFL League Two,England,61,59,60,64,58,54,ST,Right
4608,13955,Ruari Paton,Port Vale,EFL League Two,Republic of Ireland,61,61,63,62,58,58,ST,Right
4609,13955,Florin Purece,Unirea Slobozia,SUPERLIGA,Romania,61,62,61,64,58,62,CM,Left
4610,13955,Facundo Russo,Platense,Primera División,Argentina,61,55,57,65,58,52,RM,Right
4611,13955,Sidi Sané,Braunschweig,Bundesliga 2,Germany,61,58,59,64,58,59,ST,Right
4612,13955,Danny Schmidt,Düsseldorf,Bundesliga 2,Germany,61,59,64,58,58,51,CAM,Right
4613,13955,Tyler Smith,Bradford City,EFL League Two,England,61,60,61,62,58,59,ST,Right
4614,13955,Luka Stankovski,Gaziantep,Trendyol Süper Lig,North Macedonia,61,53,53,58,58,51,CM,Right
4615,14644,Gabriel Aguayo,Cerro Porteño,Libertadores,Paraguay,60,56,57,59,58,55,RM,Right
4616,14644,Abdulrahman Al Obaid,Damac FC,ROSHN Saudi League,Saudi Arabia,60,57,51,66,58,55,LB,Left
4617,14644,Josh Andrews,Gillingham,EFL League Two,England,60,59,62,63,58,55,ST,Right
4618,14644,Leonardo Cerri,Carrarese Calcio,Serie BKT,Italy,60,62,65,61,58,61,ST,Right
4619,14644,Eo Jeong Won,Pohang Steelers,K League 1,Korea Republic,60,51,48,56,58,63,LB,Right
4620,14644,Matías Hernandez,San Lorenzo,Libertadores,Argentina,60,59,61,56,58,61,ST,Right
4621,14644,Jeon Jin Woo,Jeonbuk Hyundai,K League 1,Korea Republic,60,56,53,59,58,60,LM,Right
4622,14644,Josh March,Harrogate Town,EFL League Two,England,60,59,60,59,58,59,ST,Right
4623,14644,Axel Montaña,Danubio,Sudamericana,Uruguay,60,54,52,45,58,51,CAM,Right
4624,14644,Ilyes Najim,SM Caen,Ligue 2 BKT,France,60,56,59,57,58,43,LM,Right
4625,14644,Josh Neufville,AFC Wimbledon,EFL League Two,England,60,55,57,54,58,56,LM,Right
4626,14644,Giacomo Olzer,Brescia,Serie BKT,Italy,60,57,52,68,58,62,CAM,Left
4627,14644,Mansour Ouro-Tagba,Jahn Regensburg,Bundesliga 2,Togo,60,51,57,47,58,67,ST,Right
4628,14644,Mateo Peralta,Danubio,Sudamericana,Uruguay,60,61,58,69,58,58,CM,Right
4629,14644,Dante Sealy,FC Dallas,MLS,United States,60,56,59,56,58,56,LM,Left
4630,14644,Emiliano Vidart,Wanderers,Sudamericana,Uruguay,60,59,58,58,58,48,CDM,Right
4631,14644,Patrick Wood,Sydney FC,A-League,Australia,60,58,59,59,58,56,ST,Right
4632,14644,Xie Weijun,Tianjin JMT FC,CSL,China PR,60,57,60,60,58,60,ST,Right
4633,15274,Kenneth Aboh,Norwich,EFL Championship,England,59,58,59,61,58,54,ST,Right
4634,15274,James Ball,AFC Wimbledon,EFL League Two,England,59,58,55,64,58,58,CM,Right
4635,15274,Muhammadu Faal,Crawley Town,EFL League One,England,59,58,60,59,58,56,ST,Right
4636,15274,Ezequiel Forclaz,Tigre,Primera División,Argentina,59,52,52,59,58,61,CAM,Right
4637,15274,Jorge Damián González,Club Nacional,Sudamericana,Paraguay,59,54,51,56,58,39,RM,Right
4638,15274,Tom Hopper,Colchester,EFL League Two,England,59,56,56,57,58,60,ST,Left
4639,15274,Douglas James-Taylor,Drogheda United,SSE Airtricity PD,England,59,55,56,57,58,55,ST,Right
4640,15274,Simon Johansson,Västerås SK,Allsvenskan,Sweden,59,62,62,71,58,51,RW,Right
4641,15274,Sean Kavanagh,Shamrock Rovers,SSE Airtricity PD,Republic of Ireland,59,53,50,61,58,60,LB,Left
4642,15274,Makenzie Kirk,St. Johnstone,Scottish Prem,Northern Ireland,59,59,60,59,58,57,ST,Right
4643,15274,Calixte Paul Ligue,FC Zürich,CSSL,Switzerland,59,56,57,57,58,55,ST,Left
4644,15274,Lin Chuangyi,SZ Peng City,CSL,China PR,59,56,55,59,58,56,CM,Right
4645,15274,Louie Marsh,Sheffield Utd,EFL Championship,England,59,58,60,60,58,59,ST,Right
4646,15274,Evans Maurin,GC Zürich,CSSL,France,59,60,63,59,58,50,ST,Right
4647,15758,Khaled Al Kaabi,Al Fayha,ROSHN Saudi League,Saudi Arabia,58,54,53,68,58,52,RM,Right
4648,15758,Sidiki Chérif,Angers SCO,Ligue 1 McDonald's,France,58,53,54,63,58,39,LM,Right
4649,15758,Furkan Dursun,SK Rapid,Ö. Bundesliga,Austria,58,56,59,56,58,53,ST,Right
4650,15758,Jamie Gullan,Dundalk,SSE Airtricity PD,Scotland,58,58,58,61,58,51,ST,Right
4651,15758,Ayouba Kosiah,K. Beerschot VA,1A Pro League,Holland,58,57,59,61,58,55,ST,Left
4652,15758,Antony Papadopoulos,Crawley Town,EFL League One,England,58,53,53,53,58,56,CM,Right
4653,15758,Filip Piszczek,Bohemians,SSE Airtricity PD,Poland,58,54,56,55,58,56,ST,Right
4654,15758,Jack Stretton,Stockport,EFL League One,Scotland,58,58,60,59,58,56,ST,Right
4655,16153,Marcus Dinanga,Bromley FC,EFL League Two,England,57,56,57,56,58,53,ST,Right
4656,16153,Malcolm Fry,New England,MLS,United States,57,57,55,65,58,45,RW,Right
4657,16153,Aribim Pepple,Luton Town,EFL Championship,Canada,57,55,56,60,58,52,ST,Right
4658,16470,Awet Ermias Alemseged,Kristiansund BK,Eliteserien,Norway,56,59,60,72,58,52,RW,Right
4659,16470,He Zhenyu,Changchun Yatai,CSL,China PR,56,54,51,66,58,48,RM,Right
4660,16470,Jakub Konstantyn,Korona Kielce,PKO BP Ekstraklasa,Poland,56,57,60,62,58,38,LM,Right
4661,16470,Ruan Yang,SZ Peng City,CSL,China PR,56,54,57,59,58,47,RM,Left
4662,16470,Charlie Whitaker,Everton,Premier League,England,56,55,59,54,58,48,CAM,Right
4663,16743,Jack Grieves,Ross County,Scottish Prem,England,55,53,56,53,58,55,ST,Right
4664,16743,Liu Xinyu,Cangzhou FC,CSL,China PR,55,51,50,54,58,55,RM,Right
4665,16743,Dylan Oyarzún,Huachipato,Libertadores,Chile,55,53,55,56,58,48,ST,Right
4666,16743,Dylan Teves,Sounders FC,MLS,United States,55,55,56,59,58,50,RM,Right
4667,16743,Josh Thomas,Swansea City,EFL Championship,Wales,55,54,56,55,58,48,ST,Right
4668,16962,Mads Agger,Sønderjyske,3F Superliga,Denmark,54,54,56,52,58,50,ST,Left
4669,16962,Taha Habroune,Columbus Crew,MLS,United States,54,44,43,50,58,50,CAM,Right
4670,16962,Jeremy Rafanello,Philadelphia,MLS,United States,54,55,56,51,58,48,ST,Right
4671,17146,Sonny Finch,MK Dons,EFL League Two,England,53,56,58,55,58,51,ST,Right
4672,17146,Daníel Tristan Guðjohnsen,Malmö FF,Allsvenskan,Iceland,53,50,51,48,58,54,ST,Right
4673,17146,Tao Qianglong,Wuhan Three Towns,CSL,China PR,53,52,54,52,58,49,RM,Right
4674,17535,Jovan Mijatovic,New York City FC,MLS,Serbia,50,51,51,53,58,45,ST,Left
4675,17629,Ahn Chang Min,Daegu FC,K League 1,Korea Republic,49,48,47,50,58,46,ST,Right
4676,101,Palhinha,FC Bayern München,Bundesliga,Portugal,85,68,66,81,57,79,CDM,Right
4677,322,Marc Cucurella,Chelsea,Premier League,Spain,82,60,55,70,57,81,LB,Left
4678,577,Ali Al Musrati,Beşiktaş,Trendyol Süper Lig,Libya,80,66,61,79,57,76,CDM,Right
4679,577,Éderson,Bergamo Calcio,Serie A Enilive,Brazil,80,68,67,74,57,80,CM,Right
4680,577,Danilo Pereira,Al Ittihad,ROSHN Saudi League,Portugal,80,63,57,75,57,80,CB,Right
4681,736,Leonardo Balerdi,OM,Ligue 1 McDonald's,Argentina,79,45,34,62,57,75,CB,Right
4682,736,Perr Schuurs,Torino,Serie A Enilive,Holland,79,64,57,85,57,75,CB,Right
4683,736,Julian Weigl,M'gladbach,Bundesliga,Germany,79,64,65,68,57,78,CDM,Right
4684,970,Sofyan Amrabat,Fenerbahçe,Trendyol Süper Lig,Morocco,78,69,66,74,57,74,CDM,Right
4685,970,Junya Ito,Stade de Reims,Ligue 1 McDonald's,Japan,78,69,70,68,57,73,RM,Right
4686,1218,Willy Boly,Nott'm Forest,Premier League,Côte d'Ivoire,77,36,32,54,57,75,CB,Right
4687,1218,Saša Kalajdžić,Wolves,Premier League,Austria,77,75,82,74,57,78,ST,Right
4688,1218,André Horta,SC Braga,Liga Portugal,Portugal,77,70,68,75,57,78,CM,Right
4689,1218,Mattias Svanberg,VfL Wolfsburg,Bundesliga,Sweden,77,69,65,74,57,78,CM,Right
4690,1218,Lucas Torró,CA Osasuna,LALIGA EA SPORTS,Spain,77,63,59,73,57,74,CDM,Right
4691,1525,Junior Dina Ebimbe,Frankfurt,Bundesliga,France,76,63,64,71,57,76,RM,Right
4692,1525,Deiver Machado,RC Lens,Ligue 1 McDonald's,Colombia,76,69,66,80,57,76,LB,Left
4693,1525,João Paulo,Sounders FC,MLS,Brazil,76,69,66,78,57,73,CDM,Right
4694,1525,Youssouf Ndayishimiye,OGC Nice,Ligue 1 McDonald's,Burundi,76,49,46,60,57,75,CDM,Right
4695,1525,Salih Özcan,VfL Wolfsburg,Bundesliga,Turkey,76,59,59,65,57,72,CDM,Right
4696,1525,Carles Pérez,Getafe CF,LALIGA EA SPORTS,Spain,76,74,73,85,57,76,RM,Left
4697,1525,Ismael Saibari,PSV,Eredivisie,Morocco,76,69,68,74,57,78,CAM,Right
4698,1888,Marko Grujić,FC Porto,Liga Portugal,Serbia,75,71,72,76,57,75,CM,Right
4699,1888,Azzedine Ounahi,Panathinaikos,Hellas Liga,Morocco,75,63,61,73,57,73,CM,Right
4700,1888,Nemanja Radonjić,Torino,Serie A Enilive,Serbia,75,75,77,78,57,74,CAM,Right
4701,1888,Ramiz Zerrouki,Feyenoord,Eredivisie,Algeria,75,65,58,76,57,68,CDM,Right
4702,2318,Tiago Gouveia,SL Benfica,Liga Portugal,Portugal,74,68,71,67,57,68,RM,Right
4703,2318,Eduard Atuesta,LAFC,MLS,Colombia,74,57,53,70,57,76,CM,Right
4704,2318,Manuel Benson,Burnley,EFL Championship,Angola,74,70,68,75,57,65,RM,Left
4705,2318,Joaquín Correa,Lombardia FC,Serie A Enilive,Argentina,74,73,74,79,57,70,ST,Right
4706,2318,Federico Fattori,Huracán,Primera División,Argentina,74,54,50,58,57,73,CDM,Right
4707,2318,Hernán López Muñoz,SJ Earthquakes,MLS,Argentina,74,67,66,74,57,68,CAM,Left
4708,2318,Yankuba Minteh,Brighton,Premier League,Gambia,74,65,71,67,57,68,RM,Left
4709,2318,Alexander Prass,TSG Hoffenheim,Bundesliga,Austria,74,65,59,72,57,74,CM,Left
4710,2318,Mats Rits,RSC Anderlecht,1A Pro League,Belgium,74,69,70,72,57,71,CDM,Right
4711,2318,Óscar,CD Leganés,LALIGA EA SPORTS,Spain,74,76,77,75,57,76,CM,Right
4712,2882,Claudio Corvalán,Unión,Primera División,Argentina,73,54,45,74,57,74,CB,Left
4713,2882,Marcus Danielson,Djurgårdens IF,Allsvenskan,Sweden,73,37,43,36,57,66,CB,Right
4714,2882,Mikkel Desler,Austin FC,MLS,Denmark,73,60,61,59,57,68,RB,Right
4715,2882,José Gragera,RCD Espanyol,LALIGA EA SPORTS,Spain,73,50,45,62,57,74,CDM,Right
4716,2882,Archie Gray,Spurs,Premier League,England,73,60,59,62,57,72,CDM,Right
4717,2882,Dan Neil,Sunderland,EFL Championship,England,73,64,66,62,57,69,CDM,Right
4718,2882,Samu,FC Porto,Liga Portugal,Spain,73,73,77,71,57,69,ST,Right
4719,2882,Joaquín Pereyra,Minnesota United,MLS,Argentina,73,66,62,73,57,74,LM,Left
4720,2882,Santiago Simón,River Plate,Libertadores,Argentina,73,62,60,64,57,71,RM,Right
4721,2882,Hugo Vetlesen,Club Brugge,1A Pro League,Norway,73,68,69,67,57,69,CDM,Right
4722,2882,Akim Zedadka,LOSC Lille,Ligue 1 McDonald's,Algeria,73,55,56,59,57,67,RB,Right
4723,3521,Félix Correia,Gil Vicente,Liga Portugal,Portugal,72,66,68,68,57,65,LM,Right
4724,3521,Artur,Houston Dynamo,MLS,Brazil,72,51,48,59,57,70,CDM,Right
4725,3521,Jean-Luc Dompé,Hamburger SV,Bundesliga 2,France,72,70,64,80,57,67,LW,Right
4726,3521,César Gelabert,R. Sporting,LALIGA HYPERMOTION,Spain,72,63,70,46,57,72,CM,Right
4727,3521,Paulo Bernardo,Celtic,Scottish Prem,Portugal,72,69,65,79,57,74,CM,Right
4728,3521,Michael Johnston,Celtic,Scottish Prem,Republic of Ireland,72,69,68,75,57,70,LW,Right
4729,3521,Olivier Kemen,Başakşehir,Trendyol Süper Lig,Cameroon,72,69,70,75,57,75,CM,Right
4730,3521,Timo Letschert,Rongcheng FC,CSL,Holland,72,54,47,68,57,63,CB,Right
4731,3521,Álvaro Madrid,Everton,Sudamericana,Chile,72,64,67,66,57,65,CM,Right
4732,3521,Tyler Morton,Liverpool,Premier League,England,72,59,55,62,57,72,CDM,Right
4733,3521,Juan Ignacio Nardoni,Racing Club,Sudamericana,Argentina,72,60,57,67,57,68,CM,Right
4734,3521,Facundo Quignon,Belgrano,Sudamericana,Argentina,72,53,46,69,57,66,CDM,Left
4735,3521,Philippe Rommens,Ferencvárosi TC,Magyar Liga,Belgium,72,70,68,77,57,69,CDM,Right
4736,3521,Kevin Schade,Brentford,Premier League,Germany,72,65,69,68,57,65,LW,Right
4737,4260,Damian Batallini,Instituto,Primera División,Argentina,71,66,64,71,57,65,RM,Right
4738,4260,Richie Laryea,Toronto FC,MLS,Canada,71,61,60,70,57,68,RB,Right
4739,4260,Pol Lirola,OM,Ligue 1 McDonald's,Spain,71,62,60,65,57,69,RB,Right
4740,4260,Habib Maïga,Ferencvárosi TC,Magyar Liga,Côte d'Ivoire,71,56,48,71,57,72,CDM,Right
4741,4260,João Marques,SC Braga,Liga Portugal,Portugal,71,69,72,69,57,68,LW,Right
4742,4260,Meseguer,R. Valladolid CF,LALIGA EA SPORTS,Spain,71,68,74,65,57,68,CM,Right
4743,4260,Tsiy-William Ndenge,GC Zürich,CSSL,Cameroon,71,69,67,78,57,71,CDM,Left
4744,4260,Elbasan Rashani,Elche CF,LALIGA HYPERMOTION,Kosovo,71,65,67,63,57,68,LM,Left
4745,4260,Nathan Redmond,Burnley,EFL Championship,England,71,70,70,76,57,68,RM,Right
4746,4260,Filippo Terracciano,Milano FC,Serie A Enilive,Italy,71,60,56,69,57,62,RM,Right
4747,4260,Erik Thommy,Sporting KC,MLS,Germany,71,68,66,73,57,73,CM,Right
4748,4260,Rodrigo Ureña,Universitario,Libertadores,Chile,71,60,63,65,57,70,CDM,Right
4749,4260,Moses Usor,LASK,Ö. Bundesliga,Nigeria,71,65,63,70,57,61,RM,Left
4750,5037,Davide Diaw,Monza,Serie A Enilive,Italy,70,67,72,69,57,67,ST,Right
4751,5037,Franculino,FC Midtjylland,3F Superliga,Guinea-Bissau,70,68,70,68,57,67,ST,Left
4752,5037,Héctor Fertoli,Huracán,Primera División,Argentina,70,63,65,69,57,62,LM,Right
4753,5037,Leandro Andrade,Qarabağ FK,Liga Azerbaijan,Cape Verde Islands,70,68,69,71,57,68,RW,Right
4754,5037,Zinédine Machach,Melb. Victory,A-League,France,70,66,69,67,57,60,CAM,Right
4755,5037,Jayson Molumby,West Brom,EFL Championship,Republic of Ireland,70,53,54,54,57,70,CDM,Right
4756,5037,Kiki,AVS Futebol SAD,Liga Portugal,Portugal,70,48,41,57,57,67,LB,Left
4757,5037,Kasey Palmer,Hull City,EFL Championship,Jamaica,70,64,63,68,57,65,CAM,Right
4758,5037,Yonatthan Rak,Central Córdoba,Primera División,Uruguay,70,39,40,46,57,60,CB,Right
4759,5037,Will Vaulks,Oxford United,EFL Championship,Wales,70,62,57,70,57,66,CDM,Right
4760,5902,Magnus Kofod Andersen,Venezia,Serie A Enilive,Denmark,69,59,55,69,57,68,CM,Right
4761,5902,Paulo Azzi,Cagliari,Serie A Enilive,Brazil,69,63,60,72,57,70,LB,Right
4762,5902,Bruno Barticciotto,Talleres,Libertadores,Chile,69,66,71,64,57,64,ST,Right
4763,5902,Martin Boakye,Qingdao Hainiu,CSL,Italy,69,65,67,72,57,68,ST,Right
4764,5902,Sebastián Cristóforo,Peñarol,Libertadores,Uruguay,69,57,50,68,57,68,CDM,Right
4765,5902,Jean Franco Fuentes,Metropolitanos,Sudamericana,Venezuela,69,38,33,40,57,62,CB,Left
4766,5902,Parfait Guiagon,Sp. Charleroi,1A Pro League,Côte d'Ivoire,69,64,68,61,57,61,RM,Right
4767,5902,Andréas Hountondji,Burnley,EFL Championship,Benin,69,67,72,65,57,66,ST,Right
4768,5902,Issa Kallon,Nantong Zhiyun FC,CSL,Sierra Leone,69,61,65,60,57,56,RW,Right
4769,5902,Panos Katseris,FC Lorient,Ligue 2 BKT,Greece,69,51,48,63,57,62,RB,Right
4770,5902,Ko Jae Hyeon,Daegu FC,K League 1,Korea Republic,69,66,68,66,57,68,RW,Right
4771,5902,Lee Myung Joo,Incheon United,K League 1,Korea Republic,69,61,59,64,57,63,CM,Right
4772,5902,Krisztián Lisztes,Frankfurt,Bundesliga,Hungary,69,68,70,69,57,68,CAM,Right
